frame_1,x_0,y_0,x_1,y_1,serving_label,name_1_label,name_2_label,score_1_label,score_2_label,frame_2,serving_pred,name_1_pred,name_2_pred,score_1_pred,score_2_pred
31898,193.73,905.39,524.03,995.01,name_2,Federer,Del Potro,4-1-0,6-0-15,31898,name_1,Federer,Del Potro,4-1-0,6-0-15
31899,193.73,905.39,524.03,995.01,name_2,Federer,Del Potro,4-1-0,6-0-15,31899,name_1,Federer,Del Potro,4-1-0,6-0-15
31900,193.74,905.39,524.03,995.0,name_2,Federer,Del Potro,4-1-0,6-0-15,31900,name_1,Federer,Del Potro,4-1-0,6-0-15
31901,193.74,905.38,524.03,995.0,name_2,Federer,Del Potro,4-1-0,6-0-15,31901,name_2,None,Del Potro,None,6-0-15
31902,193.74,905.38,524.04,995.0,name_2,Federer,Del Potro,4-1-0,6-0-15,31902,name_2,None,Del Potro,None,6-0-15
31903,193.74,905.38,524.04,995.0,name_2,Federer,Del Potro,4-1-0,6-0-15,31903,name_2,None,Del Potro,None,6-0-15
31904,193.74,905.38,524.04,994.99,name_2,Federer,Del Potro,4-1-0,6-0-15,31904,name_2,None,Del Potro,None,6-0-15
31905,193.75,905.37,524.04,994.99,name_2,Federer,Del Potro,4-1-0,6-0-15,31905,name_2,None,Del Potro,None,6-0-15
31906,193.75,905.37,524.05,994.99,name_2,Federer,Del Potro,4-1-0,6-0-15,31906,name_2,None,Del Potro,None,6-0-15
31907,193.75,905.37,524.05,994.98,name_2,Federer,Del Potro,4-1-0,6-0-15,31907,name_2,None,Del Potro,None,6-0-15
31908,193.75,905.37,524.05,994.98,name_2,Federer,Del Potro,4-1-0,6-0-15,31908,name_2,None,Del Potro,None,6-0-15
31909,193.75,905.36,524.05,994.98,name_2,Federer,Del Potro,4-1-0,6-0-15,31909,name_2,None,Del Potro,None,6-0-15
31910,193.75,905.36,524.06,994.97,name_2,Federer,Del Potro,4-1-0,6-0-15,31910,name_2,None,Del Potro,None,6-0-15
31911,193.76,905.36,524.06,994.97,name_2,Federer,Del Potro,4-1-0,6-0-15,31911,name_2,None,Del Potro,None,6-0-15
31912,193.76,905.36,524.06,994.97,name_2,Federer,Del Potro,4-1-0,6-0-15,31912,name_2,None,Del Potro,None,6-0-15
31913,193.76,905.36,524.06,994.96,name_2,Federer,Del Potro,4-1-0,6-0-15,31913,name_2,None,Del Potro,None,6-0-15
31914,193.76,905.35,524.07,994.96,name_2,Federer,Del Potro,4-1-0,6-0-15,31914,name_2,None,Del Potro,None,6-0-15
31915,193.76,905.35,524.07,994.96,name_2,Federer,Del Potro,4-1-0,6-0-15,31915,name_2,None,Del Potro,None,6-0-15
31916,193.77,905.35,524.07,994.96,name_2,Federer,Del Potro,4-1-0,6-0-15,31916,name_2,None,Del Potro,None,6-0-15
31917,193.77,905.35,524.07,994.95,name_2,Federer,Del Potro,4-1-0,6-0-15,31917,name_2,None,Del Potro,None,6-0-15
31918,193.77,905.34,524.08,994.95,name_2,Federer,Del Potro,4-1-0,6-0-15,31918,name_2,None,Del Potro,None,6-0-15
31919,193.77,905.34,524.08,994.95,name_2,Federer,Del Potro,4-1-0,6-0-15,31919,name_2,None,Del Potro,None,6-0-15
31920,193.77,905.34,524.08,994.94,name_2,Federer,Del Potro,4-1-0,6-0-15,31920,name_2,None,Del Potro,None,6-0-15
31921,193.77,905.34,524.08,994.94,name_2,Federer,Del Potro,4-1-0,6-0-15,31921,name_2,None,Del Potro,None,6-0-15
31922,193.78,905.33,524.09,994.94,name_2,Federer,Del Potro,4-1-0,6-0-15,31922,name_2,None,Del Potro,None,6-0-15
31923,193.78,905.33,524.09,994.93,name_2,Federer,Del Potro,4-1-0,6-0-15,31923,name_2,None,Del Potro,None,6-0-15
31924,193.78,905.33,524.09,994.93,name_2,Federer,Del Potro,4-1-0,6-0-15,31924,name_2,None,Del Potro,None,6-0-15
31925,193.78,905.33,524.09,994.93,name_2,Federer,Del Potro,4-1-0,6-0-15,31925,name_2,None,Del Potro,None,6-0-15
31926,193.78,905.33,524.1,994.92,name_2,Federer,Del Potro,4-1-0,6-0-15,31926,name_2,Federer,Del Potro,4-1-0,6-0-15
31927,193.79,905.32,524.1,994.92,name_2,Federer,Del Potro,4-1-0,6-0-15,31927,name_2,Federer,Del Potro,4-1-0,6-0-15
31928,193.79,905.32,524.1,994.92,name_2,Federer,Del Potro,4-1-0,6-0-15,31928,name_2,Federer,Del Potro,4-1-0,6-0-15
31929,193.79,905.32,524.1,994.92,name_2,Federer,Del Potro,4-1-0,6-0-15,31929,name_2,Federer,Del Potro,4-1-0,6-0-15
31930,193.79,905.32,524.11,994.91,name_2,Federer,Del Potro,4-1-0,6-0-15,31930,name_2,Federer,Del Potro,4-1-0,6-0-15
31931,193.79,905.31,524.11,994.91,name_2,Federer,Del Potro,4-1-0,6-0-15,31931,name_2,Federer,Del Potro,4-1-0,6-0-15
31932,193.79,905.31,524.11,994.91,name_2,Federer,Del Potro,4-1-0,6-0-15,31932,name_2,Federer,Del Potro,4-1-0,6-0-15
31933,193.8,905.31,524.11,994.9,name_2,Federer,Del Potro,4-1-0,6-0-15,31933,name_2,Federer,Del Potro,4-1-0,6-0-15
31934,193.8,905.31,524.12,994.9,name_2,Federer,Del Potro,4-1-0,6-0-15,31934,name_2,Federer,Del Potro,4-1-0,6-0-15
31935,193.8,905.3,524.12,994.9,name_2,Federer,Del Potro,4-1-0,6-0-15,31935,name_2,Federer,Del Potro,4-1-0,6-0-15
31936,193.8,905.3,524.12,994.89,name_2,Federer,Del Potro,4-1-0,6-0-15,31936,name_2,al Federer,Del Potro,4-1-0,6-0-15
31937,193.8,905.3,524.12,994.89,name_2,Federer,Del Potro,4-1-0,6-0-15,31937,name_2,al Federer,Del Potro,4-1-0,6-0-15
31938,193.81,905.3,524.13,994.89,name_2,Federer,Del Potro,4-1-0,6-0-15,31938,name_2,al Federer,Del Potro,4-1-0,6-0-15
31939,193.81,905.3,524.13,994.88,name_2,Federer,Del Potro,4-1-0,6-0-15,31939,name_2,al Federer,Del Potro,4-1-0,6-0-15
31940,193.81,905.29,524.13,994.88,name_2,Federer,Del Potro,4-1-0,6-0-15,31940,name_2,al Federer,Del Potro,4-1-0,6-0-15
31941,193.81,905.29,524.13,994.88,name_2,Federer,Del Potro,4-1-0,6-0-15,31941,name_2,al Federer,Del Potro,4-1-0,6-0-15
31942,193.81,905.29,524.14,994.87,name_2,Federer,Del Potro,4-1-0,6-0-15,31942,name_1,ai Federer,Del Potro,4-1-0,6-0-15
31943,193.81,905.29,524.14,994.87,name_2,Federer,Del Potro,4-1-0,6-0-15,31943,name_1,i Federer,Del Potro,4-1-0,6-0-15
31944,193.82,905.28,524.14,994.87,name_2,Federer,Del Potro,4-1-0,6-0-15,31944,name_1,i Federer,Del Potro,4-1-0,6-0-15
31945,193.82,905.28,524.14,994.87,name_2,Federer,Del Potro,4-1-0,6-0-15,31945,name_1,i Federer,Del Potro,4-1-0,6-0-15
31946,193.82,905.28,524.15,994.86,name_2,Federer,Del Potro,4-1-0,6-0-15,31946,name_1,i Federer,Del Potro,4-1-0,6-0-15
31947,193.82,905.28,524.15,994.86,name_2,Federer,Del Potro,4-1-0,6-0-15,31947,name_1,i Federer,Del Potro,4-1-0,6-0-15
31948,193.82,905.27,524.15,994.86,name_2,Federer,Del Potro,4-1-0,6-0-15,31948,name_1,i Federer,Del Potro,4-1-0,6-0-15
31949,193.83,905.27,524.15,994.85,name_2,Federer,Del Potro,4-1-0,6-0-15,31949,name_1,i Federer,Del Potro,4-1-0,6-0-15
31950,193.83,905.27,524.16,994.85,name_2,Federer,Del Potro,4-1-0,6-0-15,31950,name_1,i Federer,Del Potro,4-1-0,6-0-15
31951,193.83,905.27,524.16,994.85,name_2,Federer,Del Potro,4-1-0,6-0-15,31951,name_1,i Federer,Del Potro,4-1-0,6-0-15
31952,193.83,905.27,524.16,994.84,name_2,Federer,Del Potro,4-1-0,6-0-15,31952,name_1,i Federer,Del Potro,4-1-0,6-0-15
31953,193.83,905.26,524.16,994.84,name_2,Federer,Del Potro,4-1-0,6-0-15,31953,name_1,i Federer,Del Potro,4-1-0,6-0-15
31954,193.83,905.26,524.17,994.84,name_2,Federer,Del Potro,4-1-0,6-0-15,31954,name_1,i Federer,Del Potro,4-1-0,6-0-15
31955,193.84,905.26,524.17,994.83,name_2,Federer,Del Potro,4-1-0,6-0-15,31955,name_1,i Federer,Del Potro,4-1-0,6-0-15
31956,193.84,905.26,524.17,994.83,name_2,Federer,Del Potro,4-1-0,6-0-15,31956,name_1,i Federer,Del Potro,4-1-0,6-0-15
31957,193.84,905.25,524.17,994.83,name_2,Federer,Del Potro,4-1-0,6-0-15,31957,name_1,i Federer,Del Potro,4-1-0,6-0-15
31958,193.84,905.25,524.18,994.83,name_2,Federer,Del Potro,4-1-0,6-0-15,31958,name_1,i Federer,Del Potro,4-1-0,6-0-15
31959,193.84,905.25,524.18,994.82,name_2,Federer,Del Potro,4-1-0,6-0-15,31959,name_1,i Federer,Del Potro,4-1-0,6-0-15
31960,193.85,905.25,524.18,994.82,name_2,Federer,Del Potro,4-1-0,6-0-15,31960,name_1,i Federer,Del Potro,4-1-0,6-0-15
31961,193.85,905.24,524.18,994.82,name_2,Federer,Del Potro,4-1-0,6-0-15,31961,name_1,i Federer,Del Potro,4-1-0,6-0-15
31962,193.85,905.24,524.19,994.81,name_2,Federer,Del Potro,4-1-0,6-0-15,31962,name_1,i Federer,Del Potro,4-1-0,6-0-15
31963,193.85,905.24,524.19,994.81,name_2,Federer,Del Potro,4-1-0,6-0-15,31963,name_1,i Federer,Del Potro,4-1-0,6-0-15
31964,193.85,905.24,524.19,994.81,name_2,Federer,Del Potro,4-1-0,6-0-15,31964,name_1,i Federer,Del Potro,4-1-0,6-0-15
31965,193.85,905.24,524.19,994.8,name_2,Federer,Del Potro,4-1-0,6-0-15,31965,name_1,i Federer,Del Potro,4-1-0,6-0-15
31966,193.86,905.23,524.2,994.8,name_2,Federer,Del Potro,4-1-0,6-0-15,31966,name_1,i Federer,Del Potro,4-1-0,6-0-15
31967,193.86,905.23,524.2,994.8,name_2,Federer,Del Potro,4-1-0,6-0-15,31967,name_1,i Federer,Del Potro,4-1-0,6-0-15
31968,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31968,name_1,i Federer,Del Potro,4-1-0,6-0-15
31969,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31969,name_1,i Federer,Del Potro,4-1-0,6-0-15
31970,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31970,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31971,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31971,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31972,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31972,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31973,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31973,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31974,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31974,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31975,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31975,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31976,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31976,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31977,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31977,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31978,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31978,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31979,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31979,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31980,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31980,name_2,ai Federer,Del Potro,4-1-0,6-0-15
31981,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31981,name_2,a Federer,Del Potro,4-1-0,6-0-15
31982,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31982,name_2,al Federer,Del Potro,4-1-0,6-0-15
31983,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31983,name_2,dl Federer,Del Potro,4-1-0,6-0-15
31984,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31984,name_2,dl Federer,Del Potro,4-1-0,6-0-15
31985,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31985,name_2,al Federer,Del Potro,4-1-0,6-0-15
31986,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31986,name_2,al Federer,Del Potro,4-1-0,6-0-15
31987,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31987,name_2,al Federer,Del Potro,4-1-0,6-0-15
31988,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31988,name_2,al Federer,Del Potro,4-1-0,6-0-15
31989,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31989,name_2,al Federer,Del Potro,4-1-0,6-0-15
31990,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31990,name_2,al Federer,Del Potro,4-1-0,6-0-15
31991,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31991,name_2,al Federer,Del Potro,4-1-0,6-0-15
31992,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31992,name_2,al Federer,Del Potro,4-1-0,6-0-15
31993,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31993,name_2,al Federer,Del Potro,4-1-0,6-0-15
31994,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31994,name_2,al Federer,Del Potro,4-1-0,6-0-15
31995,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31995,name_2,al Federer,Del Potro,4-1-0,6-0-15
31996,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31996,name_2,al Federer,Del Potro,4-1-0,6-0-15
31997,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31997,name_2,al Federer,Del Potro,4-1-0,6-0-15
31998,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31998,name_2,al Federer,Del Potro,4-1-0,6-0-15
31999,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,31999,name_2,A Federer,Del Potro,4-1-0,6-0-15
32000,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32000,name_2,None,Del Potro,None,6-0-15
32001,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32001,name_2,None,Del Potro,None,6-0-15
32002,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32002,name_2,None,Del Potro,None,6-0-15
32003,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32003,name_2,None,Del Potro,None,6-0-15
32004,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32004,name_2,None,Del Potro,None,6-0-15
32005,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32005,name_2,None,Del Potro,None,6-0-15
32006,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32006,name_2,None,Del Potro,None,6-0-15
32007,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32007,name_2,None,Del Potro,None,6-0-15
32008,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32008,name_2,None,Del Potro,None,6-0-15
32009,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32009,name_2,None,Del Potro,None,6-0-15
32010,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32010,name_2,None,Del Potro,None,6-0-15
32011,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32011,name_2,None,Del Potro,None,6-0-15
32012,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32012,name_2,None,Del Potro,None,6-0-15
32013,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32013,name_2,None,Del Potro,None,6-0-15
32014,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32014,name_2,None,Del Potro,None,6-0-15
32015,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32015,name_2,None,Del Potro,None,6-0-15
32016,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32016,name_2,None,Del Potro,None,6-0-15
32017,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32017,name_2,None,Del Potro,None,6-0-15
32018,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32018,name_2,None,Del Potro,None,6-0-15
32019,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32019,name_2,None,Del Potro,None,6-0-15
32020,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32020,name_2,None,Del Potro,None,6-0-15
32021,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32021,name_2,None,Del Potro,None,6-0-15
32022,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32022,name_2,None,Del Potro,None,6-0-15
32023,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32023,name_2,None,Del Potro,None,6-0-15
32024,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32024,name_2,None,Del Potro,None,6-0-15
32025,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32025,name_2,None,Del Potro,None,6-0-15
32026,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32026,name_2,None,Del Potro,None,6-0-15
32027,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32027,name_2,None,Del Potro,None,6-0-15
32028,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32028,name_2,None,Del Potro,None,6-0-15
32029,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32029,name_2,None,Del Potro,None,6-0-15
32030,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32030,name_2,None,Del Potro,None,6-0-15
32031,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32031,name_2,None,Del Potro,None,6-0-15
32032,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32032,name_2,None,Del Potro,None,6-0-15
32033,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32033,name_2,None,Del Potro,None,6-0-15
32034,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32034,name_2,None,Del Potro,None,6-0-15
32035,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32035,name_2,None,Del Potro,None,6-0-15
32036,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32036,name_2,None,Del Potro,None,6-0-15
32037,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32037,name_2,None,Del Potro,None,6-0-15
32038,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32038,name_2,None,Del Potro,None,6-0-15
32039,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32039,name_2,None,Del Potro,None,6-0-15
32040,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32040,name_2,None,Del Potro,None,6-0-15
32041,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32041,name_2,None,Del Potro,None,6-0-15
32042,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32042,name_2,None,Del Potro,None,6-0-15
32043,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32043,name_2,None,Del Potro,None,6-0-15
32044,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32044,name_2,None,Del Potro,None,6-0-15
32045,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32045,name_2,None,Del Potro,None,6-0-15
32046,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32046,name_2,None,Del Potro,None,6-0-15
32047,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32047,name_2,None,Del Potro,None,6-0-15
32048,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32048,name_2,None,Del Potro,None,6-0-15
32049,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32049,name_2,None,Del Potro,None,6-0-15
32050,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32050,name_2,None,Del Potro,None,6-0-15
32051,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32051,name_2,None,Del Potro,None,6-0-15
32052,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32052,name_2,None,Del Potro,None,6-0-15
32053,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32053,name_2,None,Del Potro,None,6-0-15
32054,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32054,name_2,None,Del Potro,None,6-0-15
32055,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32055,name_2,None,Del Potro,None,6-0-15
32056,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32056,name_2,None,Del Potro,None,6-0-15
32057,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32057,name_2,None,Del Potro,None,6-0-15
32058,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32058,name_2,None,Del Potro,None,6-0-15
32059,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32059,name_2,None,Del Potro,None,6-0-15
32060,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32060,name_2,None,Del Potro,None,6-0-15
32061,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32061,name_2,None,Del Potro,None,6-0-15
32062,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32062,name_2,None,Del Potro,None,6-0-15
32063,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32063,name_2,None,Del Potro,None,6-0-15
32064,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32064,name_2,Federer,Del Potro,4-1-0,6-0-15
32065,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32065,name_2,Federer,Del Potro,4-1-0,6-0-15
32066,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32066,name_2,Federer,Del Potro,4-1-0,6-0-15
32067,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32067,name_2,Federer,Del Potro,4-1-0,6-0-15
32068,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32068,name_2,Federer,Del Potro,4-1-0,6-0-15
32069,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32069,name_2,Federer,Del Potro,4-1-0,6-0-15
32070,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32070,name_2,Federer,Del Potro,4-1-0,6-0-15
32071,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32071,name_2,Federer,Del Potro,4-1-0,6-0-15
32072,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32072,name_2,Federer,Del Potro,4-1-0,6-0-15
32073,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32073,name_2,Federer,Del Potro,4-1-0,6-0-15
32074,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32074,name_2,Federer,Del Potro,4-1-0,6-0-15
32075,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32075,name_2,Federer,Del Potro,4-1-0,6-0-15
32076,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32076,name_2,Federer,Del Potro,4-1-0,6-0-15
32077,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32077,name_2,Federer,Del Potro,4-1-0,6-0-15
32078,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32078,name_2,Federer,Del Potro,4-1-0,6-0-15
32079,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32079,name_2,Federer,Del Potro,4-1-0,6-0-15
32080,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32080,name_2,z Federer,Del Potro,4-1-0,6-0-15
32081,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32081,name_2,z Federer,Del Potro,4-1-0,6-0-15
32082,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32082,name_2,z Federer,Del Potro,4-1-0,6-0-15
32083,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32083,name_2,z Federer,Del Potro,4-1-0,6-0-15
32084,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32084,name_2,z Federer,Del Potro,4-1-0,6-0-15
32085,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32085,name_2,z Federer,Del Potro,4-1-0,6-0-15
32086,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32086,name_2,z Federer,Del Potro,4-1-0,6-0-15
32087,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32087,name_2,z Federer,Del Potro,4-1-0,6-0-15
32088,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32088,name_2,z Federer,Del Potro,4-1-0,6-0-15
32089,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32089,name_2,z Federer,Del Potro,4-1-0,6-0-15
32090,193.86,905.23,524.2,994.79,name_2,Federer,Del Potro,4-1-0,6-0-15,32090,name_2,z Federer,Del Potro,4-1-0,6-0-15
